MESURE;CODE_DEPARTEMENT;LIBELLE_DPT;CODE_POSTAL;COMMUNE;CODE_NAF2;NATURE_JURIDIQUE;SIRET;DENOMINATION_SOCIALE;NUM_RUE;NOM_RUE;CODE_POST_COM;LIB_COM;TELEPHONE;MAIL_SIAE
ACI;086;VIENNE;86230;ST GERVAIS LES TROIS CLOCHERS;7830Z;Association intermédiaire ;41954772400049;ASSOC EMPLOI PLURI SERVICES;21;Place DU 28 AOUT 1944;86230;ST GERVAIS LES TROIS CLOCHERS;0549232417;cip@emploipluriservices.fr
ETTI;086;VIENNE;86500;MONTMORILLON;7820Z;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;84423644800016;JOB'INTERIM;3; DE LA MOUTTE A BONTEMPS;86500;MONTMORILLON;;a.houdbert@jobinterim.org
ACI;086;VIENNE;86100;CHATELLERAULT;9499Z;Association déclarée ;32097973500018;ASSOC CULTURELLE ET SOCIALE DES MINIMES;; LES MINIMES;86100;CHATELLERAULT;0549021850;insertion@minimes-csc86.org
ACI;086;VIENNE;86100;CHATELLERAULT;8899B;Association déclarée ;39300491600028;ASSOCIATION ACTION OZON;4;Rue STENDHAL;86100;CHATELLERAULT;0549202773;asp.action.ozon@sfr.fr
ACI;086;VIENNE;86100;CHATELLERAULT;3832Z;Association déclarée d'insertion par l'économique;40874140300039;ASSOC AUDACIE;18;Rue LOUIS BLERIOT;86100;CHATELLERAULT;0549858827;g.manon@audacie.org
ACI;086;VIENNE;86180;BUXEROLLES;8899B;Association déclarée ;44267331500028;ASSOC CAP VERT;36; VOIE ROMAINE;86180;BUXEROLLES;0549561468;cap.vert@free.fr
ACI;086;VIENNE;86000;POITIERS;8899B;Association déclarée ;34161302400049;ASSOC POURQUOI PAS LA RUCHE;3;Rue DES GRAVIERES;86000;POITIERS;0549011604;asp@pourquoi-pas.org
ACI;086;VIENNE;86100;CHATELLERAULT;8411Z;Communauté d'agglomération ;24860041300012;COMMUNAUTE D'AGGLO DE GRAND CHATELLERAULT;78;Boulevard BLOSSAC;86100;CHATELLERAULT;0549203059;marie-ange.carpio@grand-chatellerault.fr
AI;086;VIENNE;86130;JAUNAY MARIGNY;9499Z;Association déclarée ;33525723400021;ASSOCIATION APPUI;3;Rue CLAUDE CHAPPE;86130;JAUNAY MARIGNY;0549620295;veronique.grenet@appui86.fr
AI;086;VIENNE;86000;POITIERS;8899B;Association déclarée ;34299008200048;SOC AIDE AUX TRAVAILLEURS SANS EMPLOI;19;Avenue ROBERT SCHUMAN;86000;POITIERS;0549031005;isabelle.brouwers@sate86.fr
EI;086;VIENNE;86100;CHATELLERAULT;4334Z;Association déclarée d'insertion par l'économique;38917033300030;ASSOC RELAIS;18;Rue LOUIS BLERIOT;86100;CHATELLERAULT;0549028700;g.manon@audacie.org
AI;086;VIENNE;86500;MONTMORILLON;8899B;Association déclarée ;33273586900056;ASS INTERMEDIAIRE JOB'S SERVICES;3;Chemin DE LA MOUTTE A BONTEMPS;86500;MONTMORILLON;;m.saumard@jobservices86.fr
ACI;086;VIENNE;86130;JAUNAY MARIGNY;9499Z;Association déclarée ;33525723400021;ASSOCIATION APPUI;3;Rue CLAUDE CHAPPE;86130;JAUNAY MARIGNY;0549620295;veronique.grenet@appui86.fr
ACI;087;HAUTE-VIENNE;87160;MAILHAC SUR BENAIZE;4779Z;Association déclarée ;39012032700023;ASSOC MAXIMUM;; LES MAS GRIMAUDS;87160;MAILHAC SUR BENAIZE;0555762278;m.chantemargue@orange.fr
ACI;087;HAUTE-VIENNE;87500;ST YRIEIX LA PERCHE;8810C;Association déclarée ;48517302500035;RESPIR;;Rue GEORGES LAGORCE;87500;ST YRIEIX LA PERCHE;0555754212;respir87425@orange.fr
ACI;087;HAUTE-VIENNE;87000;LIMOGES;8559A;Association déclarée ;35047652900051;ASS SERVICE FORMA EMPLOI LIMOUSIN;52;Rue TURGOT;87000;LIMOGES;0555790606;xavier.freidine@groupe-fel.fr
EI;087;HAUTE-VIENNE;87280;LIMOGES;4520A;Société à responsabilité limitée (sans autre indication);50221230100027;SARL TRAMPOLINO;23;Rue GILLES DE ROBERVAL;87280;LIMOGES;0555140878;jacky.tetreau@sineo.fr
EI;087;HAUTE-VIENNE;87250;BESSINES SUR GARTEMPE;7830Z;Association déclarée ;34500280200022;ASSOC ASSAT;186;Rue GEORGES BRASSENS;87250;BESSINES SUR GARTEMPE;0555761340;assat87@orange.fr
EI;087;HAUTE-VIENNE;87000;LIMOGES;8899B;Association déclarée ;84797242900017;ATOS JACQUAIRES INSERTION SERVICES 87;3;Rue ALBERT CALMETTE;87000;LIMOGES;0555490017;direction.ajis87@gmail.com
AI;087;HAUTE-VIENNE;87000;LIMOGES;7810Z;Association déclarée ;34399833200039;ASSOC COUP D MAIN;8;Rue SAINT PAUL;87000;LIMOGES;0555101350;coupdmain87@orange.fr
ACI;087;HAUTE-VIENNE;87300;BELLAC;9499Z;Association déclarée ;43399472000038;ASSOC REMPART;9;Rue CHANZY;87300;BELLAC;0555680286;association.rempart@hotmail.fr
ETTI;087;HAUTE-VIENNE;87000;LIMOGES;7820Z;Société à responsabilité limitée (sans autre indication);48518151500019;STTIL;20;Cours JOURDAN;87000;LIMOGES;0555771183;contact@sttil-interim.fr
ACI;087;HAUTE-VIENNE;87000;LIMOGES;9601A;Association déclarée ;50212023100019;LES AMIS DE LUCIE FER;2;Rue PIERRE ET MARIE CURIE;87000;LIMOGES;0555328296;xavier.freidine@groupe-fel.fr
EI;087;HAUTE-VIENNE;87280;LIMOGES;3832Z;SAS, société par actions simplifiée;42173741200088;LA BOITE A PAPIERS;29;Rue ETTORE BUGATTI;87280;LIMOGES;0555377420;chrystelle.vialle@laboiteapapiers.fr
EI;087;HAUTE-VIENNE;87260;SAINT PAUL;0125Z;Exploitant agricole ;75016221600014;PELAUDEIX NATHALIE LE COUDERT DES CHARMILLES;; LE COUDERT DES CHARMILLES;87260;SAINT PAUL;0633378734;lecoudertdescharmilles@gmail.com
ACI;087;HAUTE-VIENNE;87000;LIMOGES;4779Z;Association déclarée ;32347227400022;ASSOC ALEAS;3;Place GUSTAVE PHILIPPON;87000;LIMOGES;0555341077;associationaleas@wanadoo.fr
EI;087;HAUTE-VIENNE;87160;MAILHAC SUR BENAIZE;4779Z;Association déclarée ;39012032700023;ASSOC MAXIMUM;; LES MAS GRIMAUDS;87160;MAILHAC SUR BENAIZE;0555762278;m.chantemargue@orange.fr
EI;087;HAUTE-VIENNE;87280;LIMOGES;9522Z;Association déclarée ;39917026500025;ASSOC ENVIE LIMOUSIN;13;Rue PIERRE MICHAUX;87280;LIMOGES;0555381501;anne-sophie.kerdraon@envie.org
EI;087;HAUTE-VIENNE;87280;LIMOGES;4941B;Société à responsabilité limitée (sans autre indication);50281777800017;SARL ENVIE 2E LIMOUSIN;13;Rue PIERRE MICHAUX;87280;LIMOGES;0555381501;anne-sophie.kerdraon@envie.org
AI;087;HAUTE-VIENNE;87200;ST JUNIEN;8899B;Association déclarée ;34474250700033;ASSOC POUCE TRAVAIL;13;Boulevard MARCEL CACHIN;87200;ST JUNIEN;0555020316;accueil@poucetravail.com
ACI;087;HAUTE-VIENNE;87280;LIMOGES;8899B;Association déclarée ;77805652300039;SECOURS POPULAIRE FRANCAIS;6;Rue FULTON;87280;LIMOGES;0555042000;compta.spf87@wanadoo.fr
AI;087;HAUTE-VIENNE;87280;LIMOGES;7830Z;Association déclarée ;34530502300037;ASSOC ATOS;14;Rue RHIN ET DANUBE;87280;LIMOGES;0555350407;ass.atos@wanadoo.fr
EI;087;HAUTE-VIENNE;87350;PANAZOL;8292Z;Société à responsabilité limitée (sans autre indication);44875189100020;SARL ATELIER 2N;2;Rue ANTOINE DE SAINT EXUPERY;87350;PANAZOL;0555319854;nadaud.nadine@wanadoo.fr
ACI;087;HAUTE-VIENNE;87270;COUZEIX;0111Z;Association déclarée ;40010252100038;LES JARDINS DE COCAGNE EN LIMOUSIN;; COYOL;87270;COUZEIX;0555366017;admin.jdc87@orange.fr
ACI;087;HAUTE-VIENNE;87000;LIMOGES;9499Z;Association déclarée ;41290983000025;ASSOC CHANTIERS DES CHEMINS JACQUAIRES;3;Rue ALBERT CALMETTE;87000;LIMOGES;0555490017;jflavialle.jacquaires@gmail.com
ACI;087;HAUTE-VIENNE;87280;LIMOGES;8559A;Association déclarée ;34858899700034;ASSOC AFIL;4;Allée FABRE D EGLANTINE;87280;LIMOGES;0555352982;a.f.i.l@orange.fr
ETTI;087;HAUTE-VIENNE;87000;LIMOGES;7820Z;Société à responsabilité limitée (sans autre indication);84125358600017;LS INSERTION;14;Rue LEON SAZERAT;87000;LIMOGES;0666126840;sjuille@actoinsertion.com
ACI;087;HAUTE-VIENNE;87460;BUJALEUF;9329Z;Association déclarée ;44315367100021;RELAIS INFO SERVICES;; LE CHATEAU;87460;BUJALEUF;0555563823;association.ris@gmail.com
AI;087;HAUTE-VIENNE;87250;BESSINES SUR GARTEMPE;7830Z;Association déclarée ;34500280200022;ASSOC ASSAT;186;Rue GEORGES BRASSENS;87250;BESSINES SUR GARTEMPE;0555761340;assat87@orange.fr
ACI;087;HAUTE-VIENNE;87350;PANAZOL;8720A;Fondation ;77806895700068;DELTA PLUS;8;Rue BOILEAU;87350;PANAZOL;0555397151;secretariat-ta@deltaplus87.fr
ACI;087;HAUTE-VIENNE;87240;AMBAZAC;8899B;Association déclarée ;44150226700020;CENTRE ANIMATION SOCIALE AMBAZAC;1;Rue ANTOINE LAVOISIER;87240;AMBAZAC;0555561011;myriam.boyer.caaf@gmail.com
EI;087;HAUTE-VIENNE;87000;LIMOGES;8899B;Association déclarée ;39331885200026;ASSOC COLLECTIF 87;12;Rue ADOLPHE MANDONNAUD;87000;LIMOGES;0641877785;gineste@sttil-interim.fr
ACI;088;VOSGES;88520;RAVES;0113Z;Association déclarée d'insertion par l'économique;83963876400010;ASSOCIATION LES JARDINS DE GALILEE;7;Rue DE GALILEE;88520;RAVES;0389584855;brice.toneguzzi@esat-lestournesols.fr
AI;088;VOSGES;88260;DARNEY;8899B;Association déclarée ;37958247100049;ASSOC ATELIER DEVELOPPEMENT PAYS SAONE ET MADON;2;Rue DERRIERE L' EGLISE;88260;DARNEY;0329075735;contact@adpsm.fr
EI;088;VOSGES;88400;GERARDMER;8899B;SAS, société par actions simplifiée;79171217700017;SAS PRO CD;6;Chemin DE CLEURIE;88400;GERARDMER;0686430211;procd88@orange.fr
ACI;088;VOSGES;88410;MONTHUREUX SUR SAONE;8899B;Association déclarée ;49027547600037;ASSOC MINOS;345;Rue DES PRUSSIENS;88410;MONTHUREUX SUR SAONE;0329090082;emilie.roha@minos-ess.org
ACI;088;VOSGES;88200;REMIREMONT;8899B;Association déclarée ;38758760300045;ASSOC GACI;28;Rue DE LA JONCHERIE;88200;REMIREMONT;0329233114;associationgaci@orange.fr
AI;088;VOSGES;88300;NEUFCHATEAU;8412Z;Association déclarée ;34283083300014;ASSOC SOLIDARITE EMPLOI ECONOMIE;24;Place JEANNE D ARC;88300;NEUFCHATEAU;0329943352;dbrunesaux@aipsee.fr
ACI;088;VOSGES;88150;CAPAVENIR VOSGES;0113Z;Association déclarée ;40024577500020;ASSOC JARDINS DE COCAGNE;; PRAIRIE CLAUDEL;88150;CAPAVENIR VOSGES;0329316498;adminjardins@orange.fr
EI;088;VOSGES;88410;MONTHUREUX SUR SAONE;8899B;Association déclarée ;49027547600037;ASSOC MINOS;345;Rue DES PRUSSIENS;88410;MONTHUREUX SUR SAONE;0329090082;emilie.roha@minos-ess.org
ACI;088;VOSGES;88700;RAMBERVILLERS;8899B;Association déclarée ;34055104300045;ASSOC EMMAUS 88;;Route D AUTREY;88700;RAMBERVILLERS;0329650031;gestion.emmaus@orange.fr
EI;088;VOSGES;88500;MIRECOURT;7010Z;SARL unipersonnelle ;82202895700014;EURL BLEU ACACIA;9;Rue DES PAMPRES;88500;MIRECOURT;0329373688;bleu.acacia.secretariat@gmail.com
ACI;088;VOSGES;88700;RAMBERVILLERS;8790B;Association déclarée ;30887709100014;ASSOC CASFC;9;Rue DU CHATEAU;88700;RAMBERVILLERS;0329654616;DIRECTION@CASFC.FR
ACI;088;VOSGES;88430;CORCIEUX;9499Z;Association déclarée ;47869141300031;CHANTIERS EAU ET PIERRE;1 596;Rue DE LA GARE;88430;CORCIEUX;0329512457;les.chantiers.du.neune842@gmail.com
ACI;088;VOSGES;88410;MONTHUREUX SUR SAONE;8810C;Association déclarée ;42439587900036;ACTI SOV ATELIER CHANTIER INSERTION SUD OUEST VOSG;130;Route DE MONTHUREUX;88410;MONTHUREUX SUR SAONE;0329082009;contact@actisov.fr
ACI;088;VOSGES;88130;XARONVAL;9499Z;Association déclarée ;38247533300029;ASSOC AMIS DE VALAMONT;17;Rue DU CHANOINE HOUOT;88130;XARONVAL;0329380627;agathe.nolent@orange.fr
EI;088;VOSGES;88100;ST DIE DES VOSGES;8292Z;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;51220498300047;MANUDEO-LA MANUFACTURE DEODATIENNE;86;Rue 4 FRERES MOUGEOTTE;88100;ST DIE DES VOSGES;;francois.beaumont@manudeo.fr
ACI;088;VOSGES;88100;ST DIE DES VOSGES;8411Z;Communauté d'agglomération ;20007106600019;CA DE SAINT-DIE-DES-VOSGES;1;Rue CARBONAR;88100;ST DIE DES VOSGES;0329526556;christelle.reboisson@ca-saintdie.fr
EI;088;VOSGES;88250;LA BRESSE;3832Z;Association déclarée ;80767395900019;ASSOC BRESSAUDE INSERTION;48;Rue DU CHAJOUX;88250;LA BRESSE;0608495008;e.chevrier@tgl.fr
ACI;088;VOSGES;88550;POUXEUX;8790B;Association déclarée ;34298850800012;ASSOC L'ABRI;1 299;Lieu-dit DE GENEMONT;88550;POUXEUX;0329369755;martine.gehin@abri88.fr
ACI;088;VOSGES;88170;PLEUVEZAIN;0113Z;Association déclarée ;41845586100025;LES JARDINS DE LA ROCHE DE CHARME;32;Rue GRANDE;88170;PLEUVEZAIN;0329064583;lesjardins@free.fr
ETTI;088;VOSGES;88100;ST DIE DES VOSGES;7820Z;SARL unipersonnelle ;79368398800034;INTEDEO;86;Rue 4 FRERES MOUGEOTTE;88100;ST DIE DES VOSGES;0356090002;nathalie.bianchi@intedeo.fr
EI;088;VOSGES;88000;EPINAL;8810C;SARL unipersonnelle ;44996468300048;REVAL/PREST;26;Avenue ROSE POIRIER;88000;EPINAL;0357390100;nathalie.vincenzi@reval-prest.fr
ACI;088;VOSGES;88300;NEUFCHATEAU;8899B;Association déclarée ;41254391000027;ASSOC CHANTIERS SERVICES;2;Rue DES ANCIENS D'AFN;88300;NEUFCHATEAU;0329064770;chantierservices88@gmail.com
EI;088;VOSGES;88150;CAPAVENIR VOSGES;3832Z;SA d'économie mixte à conseil d'administration ;81103119400012;SA VOSGES TLC;20;Avenue DU GENERAL DE GAULLE;88150;CAPAVENIR VOSGES;0329365855;noelle.pilot@vosgestlc.fr
ACI;088;VOSGES;88500;MIRECOURT;8899B;Association déclarée ;37813885300023;ASSOC LA BOUEE;9;Rue DES PAMPRES;88500;MIRECOURT;0329373688;secretariat.la.bouee@orange.fr
ACI;088;VOSGES;88300;MONT LES NEUFCHATEAU;9499Z;Association déclarée ;41903221400027;ASSOC DES AMIS DU FORT DE BOURLEMONT;;Allée SERE DE RIVIERES;88300;MONT LES NEUFCHATEAU;0329943569;nessa21061982@hotmail.com
ACI;088;VOSGES;88000;EPINAL;9499Z;Association déclarée ;84274639800010;POLE ECO TER VOSGES ALIMENTATION;8;Rue GENERAL DE REFFYE;88000;EPINAL;0987384830;peva.emartin@gmail.com
ACI;088;VOSGES;88370;PLOMBIERES LES BAINS;8899B;Association déclarée ;44944787900023;ASSOC JARDINS EN TERRASSES;8;Rue GRILLOT;88370;PLOMBIERES LES BAINS;0329376881;direction@jardinsenterrasses.fr
ACI;088;VOSGES;88150;CAPAVENIR VOSGES;8899B;Association déclarée ;79116767900020;ASSOC LE LAVOIR D ESPOIR;9;Route D ONCOURT;88150;CAPAVENIR VOSGES;0329310457;lavoir.espoir@orange.fr
ACI;088;VOSGES;88120;ST AME;3832Z;Association déclarée ;41181724000053;ASSOC AITHEX;61;Route DE MAYVILLERS;88120;ST AME;0329617161;accueil@aithex-vosges.com
ACI;088;VOSGES;88240;LES VOIVRES;8411Z;Commune et commune nouvelle ;21880520800012;COMMUNE DE LES VOIVRES;56;Lieu-dit LE VILLAGE;88240;LES VOIVRES;0329304387;mairie.lesvoivres@orange.fr
ACI;088;VOSGES;88400;GERARDMER;8559A;Association déclarée ;37805470400051;ASSOC REGAIN;13;Rue DU LEVANT;88400;GERARDMER;0329608080;cbencharles@sfr.fr
EI;088;VOSGES;88400;GERARDMER;4520B;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;81773752100010;SAS DEV ECO;6;Chemin DE CLEURIE;88400;GERARDMER;0329515583;deveco88400@orange.fr
EI;088;VOSGES;88200;REMIREMONT;7010Z;Société à responsabilité limitée (sans autre indication);83336525700017;EDI-TERR;28;Rue DE LA JONCHERIE;88200;REMIREMONT;;editerr.direction@orange.fr
AI;088;VOSGES;88200;REMIREMONT;7830Z;Association déclarée ;33153267100079;ASSOC ARES;72;Boulevard THIERS;88200;REMIREMONT;0329230254;cyndia.hennequin@ares88.fr
ACI;088;VOSGES;88400;GERARDMER;8411Z;Communauté de communes ;20007115700016;COMMUNAUTE DE COM DES HAUTES VOSGES;;Faubourg DE RAMBERCHAMP;88400;GERARDMER;0329240288;sthiriet@cchautesvosges.fr
ACI;088;VOSGES;88450;VINCEY;8899B;Association déclarée ;39039611700033;ASSOC ACTIONS;; ZA PATIS DES SAULES BAT 3G;88450;VINCEY;0329384920;actions3@orange.fr
ACI;088;VOSGES;88800;VITTEL;0128Z;Association déclarée ;42184446500029;ASSOC L ESCALE;181;Rue DE VERDUN;88800;VITTEL;0329085846;poncmic@aol.com
ACI;088;VOSGES;88000;EPINAL;8810C;Association déclarée ;34018303700019;ASSOC AMI;;Quartier LA MAGDELEINE;88000;EPINAL;0329350657;e.aulon@association-ami-epinal.fr
ACI;088;VOSGES;88100;ST DIE DES VOSGES;8899B;Association déclarée ;37893871600040;ASSOC ADALI ACCOMPAGNEMENT VERS L INSERTION;26;Rue DE L AMERIQUE;88100;ST DIE DES VOSGES;0354829811;adali.direction@orange.fr
AI;088;VOSGES;88150;CAPAVENIR VOSGES;7830Z;Association déclarée ;34392036900042;ASSOC INTERMEDIAIRE ESPOIR;1;Rue DE LORRAINE;88150;CAPAVENIR VOSGES;0329294635;assoc.espoir@orange.fr
ACI;089;YONNE;89210;BRIENON SUR ARMANCON;8130Z;Association déclarée d'insertion par l'économique;40313731800040;ASSOC VITAVIE;1;Rue DU FAUBOURG DU PORT;89210;BRIENON SUR ARMANCON;0386633826;asso@vitavie89.fr
EI;089;YONNE;89000;AUXERRE;8299Z;Société à responsabilité limitée (sans autre indication);37941899900049;INITIATIVES D'ENTREPRISES & SERVICES;20;Rue GEROT;89000;AUXERRE;0386722589;laetitia.buttner@groupeidees.fr
AI;089;YONNE;89600;ST FLORENTIN;7830Z;Association intermédiaire ;34507975000021;FLASH EMPLOI SERVICES 89;7;Rue DE L ILE DE FRANCE;89600;ST FLORENTIN;0386434644;actsf@wanadoo.fr
ETTI;089;YONNE;89300;JOIGNY;7820Z;SAS, société par actions simplifiée;43267756500058;DECLIC EMPLOI;43;Avenue GAMBETTA;89300;JOIGNY;0386624988;laetitia.beaujard@declic-emploi.com
AI;089;YONNE;89400;MIGENNES;7830Z;Association intermédiaire ;41032011300047;ASSOC ENTRAIN;;Place DU 19 MARS 1962;89400;MIGENNES;0386809287;entrain@wanadoo.fr
AI;089;YONNE;89100;SENS;7830Z;Association intermédiaire ;34852497600035;ASSOC REBONDIR89;31; GRANDE RUE;89100;SENS;0386644890;contact@rebondir89.fr
ETTI;089;YONNE;89000;AUXERRE;7820Z;SARL unipersonnelle ;45133854500077;ID EES INTERIM C AUXERRE;20;Rue GEROT;89000;AUXERRE;0386722555;interim.auxerre@groupeidees.fr
ACI;089;YONNE;89000;AUXERRE;7830Z;Association intermédiaire ;34520648600051;ASSOC RENOUER;1;Boulevard GALLIENI;89000;AUXERRE;0386349635;coordination@renouer89.fr
ACI;089;YONNE;89130;TOUCY;1624Z;Association déclarée ;41141502900023;ASSOC CHENELET;1;Route DE FONTENOY;89130;TOUCY;0386743838;dbaron@chenelet.org
ACI;089;YONNE;89000;AUXERRE;9601B;Association déclarée d'insertion par l'économique;38303010300030;AMIDON 89;27;Place COROT;89000;AUXERRE;0386466512;associationamidon@gmail.com
ACI;089;YONNE;89210;BRIENON SUR ARMANCON;8559B;Association déclarée ;34874128100045;ASSOC AFR DU CREANTONS;8;Boulevard DU GENERAL DE GAULLE;89210;BRIENON SUR ARMANCON;0386634286;afr.brienon@orange.fr
ACI;089;YONNE;89000;AUXERRE;8899B;Association déclarée ;44086954300023;SITAPHY;5;Avenue DE LA TURGOTINE;89000;AUXERRE;0386429684;sitaphy@orange.fr
ETTI;089;YONNE;89000;AUXERRE;7820Z;SAS, société par actions simplifiée;42373899600259;BOURGOGNE INTERIM;50;Boulevard LYAUTEY;89000;AUXERRE;0386942810;emeline.galland@mosaiques-sarl.com
ACI;089;YONNE;89300;JOIGNY;8411Z;Commune et commune nouvelle ;21890206200015;COMMUNE DE JOIGNY;3;Quai DU 1ER DRAGON;89300;JOIGNY;;laila.perin@ville-joigny.fr
AI;089;YONNE;89000;AUXERRE;7830Z;Association intermédiaire ;34520648600051;ASSOC RENOUER;1;Boulevard GALLIENI;89000;AUXERRE;0386349635;coordination@renouer89.fr
ACI;089;YONNE;89380;APPOIGNY;8899B;Association déclarée ;39336934300040;ASSOC ICAUNAISE DES RESTAURANTS DU COEUR;10;Rue DU QUENOUX;89380;APPOIGNY;0386511451;ad89.siege@restosducoeur.org
ACI;089;YONNE;89100;SENS;9499Z;Association déclarée ;40042327300020;ASSOC BARRE;59;Boulevard DE VERDUN;89100;SENS;0386830001;penelope.direction@gmail.com
ACI;089;YONNE;89100;SENS;8899B;Association déclarée ;82173998400010;ASSOC MOBIL ECO;63;Boulevard DE VERDUN;89100;SENS;0386830358;patricia.flavien@mobileco89.com
ACI;089;YONNE;89170;ST FARGEAU;8899B;Association déclarée ;38842212300058;ASSOC EMERAUDE;;Rue DU MOULIN DE L'ARCHE;89170;ST FARGEAU;0386741950;ng.emeraude@free.fr
AI;089;YONNE;89200;AVALLON;7830Z;Association déclarée ;39750155200020;ASSOC AGIR;10;Rue DE LA MALADIERE;89200;AVALLON;0386345508;agir.avallon@wanadoo.fr
ACI;089;YONNE;89100;SENS;0113Z;Association déclarée ;40232828000019;ASSOC LES JARDINS DE LA CROISIERE;5;Chemin DE LA CROISIERE;89100;SENS;0386649318;jardinsdelacroisiere@orange.fr
EI;090;TERRITOIRE DE BELFORT;90000;BELFORT;9601A;Association déclarée d'insertion par l'économique;37997247400025;Association d'Insertion PLURI'ELLES;5;Rue DES CARRIERES;90000;BELFORT;0384540975;plurielles.sandrine.baudoin@wanadoo.fr
AI;090;TERRITOIRE DE BELFORT;90100;DELLE;7830Z;Association déclarée ;34423734200011;INTERMED;2;Rue DES VOSGES;90100;DELLE;0384562048;intermed.belbezier@gmail.com
EI;090;TERRITOIRE DE BELFORT;90000;BELFORT;8899B;Association déclarée ;37979106400049;REGIE DES QUARTIERS DE BELFORT;3;Rue ANDRE PARANT;90000;BELFORT;0384225243;contact@regie-belfort.com
ACI;090;TERRITOIRE DE BELFORT;25700;VALENTIGNEY;9499Z;Association déclarée ;79275964900017;Association ERIGE;43;Rue VILLEDIEU;25700;VALENTIGNEY;0381371008;ide6@wanadoo.fr
ACI;090;TERRITOIRE DE BELFORT;90300;VALDOIE;8810C;Association déclarée ;50154626100022;LES CHANTIERS DE L'ECONOMIE SOLIDAIRE;; CENTRE JEAN MOULIN;90300;VALDOIE;0384265555;s.manaranche@travaux-solidaires.org
AI;090;TERRITOIRE DE BELFORT;90000;BELFORT;7830Z;Association déclarée ;34440443900020;ENERGIE EMPLOI;6;Rue DU RHONE;90000;BELFORT;0384220808;contact@energie-emploi.org
ACI;090;TERRITOIRE DE BELFORT;90000;BELFORT;8790B;Fondation ;43196860100556;FONDATION DE L ARMEE DU SALUT;7;Rue JEAN BAPTISTE COLBERT;90000;BELFORT;0384210553;tnovelli@armeedusalut.fr
ACI;090;TERRITOIRE DE BELFORT;90000;BELFORT;8810C;Association déclarée ;44019530300043;ASSOC CHAMOIS ENVIRONNEMENT RECYCLAGE;3;Rue DE SOISSONS;90000;BELFORT;0384900990;secretariat@chamois-environnement.fr
ACI;090;TERRITOIRE DE BELFORT;90000;BELFORT;9601A;Association déclarée d'insertion par l'économique;37997247400025;Association d'Insertion PLURI'ELLES;5;Rue DES CARRIERES;90000;BELFORT;0384540975;plurielles.sandrine.baudoin@wanadoo.fr
ETTI;090;TERRITOIRE DE BELFORT;90000;BELFORT;7820Z;Société à responsabilité limitée (sans autre indication);42398543100018;TERRITOIRE D'EMPLOIS;6;Rue DE L ETANG;90000;BELFORT;0384902366;tti@territoire-d-emplois.fr
ACI;090;TERRITOIRE DE BELFORT;90000;BELFORT;9529Z;Association déclarée ;43383744000034;ASSOCIATION  INSER'VET;3;Rue DE SOISSONS;90000;BELFORT;0384226336;inser-vet2@wanadoo.fr
ACI;090;TERRITOIRE DE BELFORT;90000;BELFORT;8899B;Association déclarée ;37979106400049;REGIE DES QUARTIERS DE BELFORT;3;Rue ANDRE PARANT;90000;BELFORT;0384225243;contact@regie-belfort.com
ETTI;090;TERRITOIRE DE BELFORT;90000;BELFORT;7820Z;Société à responsabilité limitée (sans autre indication);42385382900210;INDIBAT TT BELFORT;2;Rue P DREYFUS SCHMIDT;90000;BELFORT;0384275454;patricia-siffermann@groupe-indibat.com
AI;090;TERRITOIRE DE BELFORT;90300;VALDOIE;8899B;Association déclarée ;34496765800024;PASSERELLES POUR L'EMPLOI;; CENTRE JEAN MOULIN;90300;VALDOIE;0384265555;a.roch@travaux-solidaires.org
ACI;090;TERRITOIRE DE BELFORT;90100;DELLE;8899B;Association déclarée ;79308481500018;CHANTIER CAFE SOLIDAIRE CHACASOL;21;Avenue DU GENERAL DE GAULLE;90100;DELLE;0384274937;intermed.belbezier@gmail.com
ACI;091;ESSONNE;91460;MARCOUSSIS;8899B;Association déclarée d'insertion par l'économique;42921893600020;LES POTAGERS DE MARCOUSSIS;;Chemin DE LA RONCE;91460;MARCOUSSIS;0164495280;compta@lespotagersdemarcoussis.fr
ACI;091;ESSONNE;91000;EVRY COURCOURONNES;7830Z;Association déclarée ;44870479100038;ASSOC AIVE;10;Rue DU BOIS GUILLAUME;91000;EVRY COURCOURONNES;0160771536;assistante@aive.fr
AI;091;ESSONNE;91720;MAISSE;7830Z;Association déclarée ;40168908800029;ASSOC SESAME;7;Chemin DU MARAIS;91720;MAISSE;0164994781;direction@sesame91.fr
AI;091;ESSONNE;91120;PALAISEAU;7830Z;Association intermédiaire ;37816144200074;DYNAMIQUE EMBAUCHE;5;Avenue DU 1ER MAI;91120;PALAISEAU;0954137198;cip3@dynamique-embauche.fr
EI;091;ESSONNE;91220;LE PLESSIS PATE;4941A;SA à conseil d'administration (s.a.i.);39964986200063;SA MAIN FORTE;5;Rue DU BICENTENAIRE DE LA REVOLUTION;91220;LE PLESSIS PATE;0185460617;camille.jaeckel@main-forte.fr
AI;091;ESSONNE;91150;ETAMPES;7830Z;Association déclarée ;34373752400094;ASSOC ACTION EMPLOI;;Avenue DU 8 MAI 1945;91150;ETAMPES;0169161111;l.garcia@ae91.fr
